verb,actor,reciever,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,date,frameRate,expName,session,participant,
headbutt,bandit,chef,0,0,0,0,None,2015_Oct_13_0541,59.9865848025,try,001,,
