2.9674 	EXP 	Imported test.csv as conditions, 3 conditions, 11 params
4.9747 	EXP 	New trial (rep=0, index=1): {'receivertwo': u'ref', 'soundverb': u'doakla', 'verbtwo': u'headbutt', 'welcometext': u'hello welcome to the lab. You will be watching videos that will teach us something"', 'actor': u'bandit', 'verb': u'rock', 'receiver': u'ref', 'soundreceiver': u'barsu', 'correct': 2, 'soundactor': u'kyse', 'actortwo': u'bandit'}
4.9912 	EXP 	TextStim: autoDraw = None
4.9912 	EXP 	TextStim: autoDraw = None
4.9912 	EXP 	ImageStim: autoDraw = None
5.9918 	EXP 	TextStim: autoDraw = None
5.9918 	EXP 	ImageStim: autoDraw = None
5.9918 	EXP 	Set text_2 text=<psychopy.visual.text.TextStim object at 0x1190f8b0>
5.9918 	EXP 	TextStim: autoDraw = None
6.9762 	EXP 	New trial (rep=0, index=2): {'receivertwo': u'chef', 'soundverb': u'moship', 'verbtwo': u'knockover', 'welcometext': u'hello welcome to the lab. You will be watching videos that will teach us something"', 'actor': u'bandit', 'verb': u'knockover', 'receiver': u'hunter', 'soundreceiver': u'doakla', 'correct': 2, 'soundactor': u'barsu', 'actortwo': u'bandit'}
6.9927 	EXP 	TextStim: autoDraw = None
6.9927 	EXP 	TextStim: autoDraw = None
6.9927 	EXP 	ImageStim: autoDraw = None
7.9933 	EXP 	TextStim: autoDraw = None
7.9933 	EXP 	ImageStim: autoDraw = None
7.9933 	EXP 	Set text_2 text=<psychopy.visual.text.TextStim object at 0x1190f8b0>
7.9933 	EXP 	TextStim: autoDraw = None
8.9780 	EXP 	New trial (rep=1, index=0): {'receivertwo': u'hunter', 'soundverb': u'forp', 'verbtwo': u'rock', 'welcometext': u'hello welcome to the lab. You will be watching videos that will teach us something"', 'actor': u'bandit', 'verb': u'headbutt', 'receiver': u'chef', 'soundreceiver': u'doakla', 'correct': 1, 'soundactor': u'barsu', 'actortwo': u'bandit'}
8.9941 	EXP 	TextStim: autoDraw = None
8.9941 	EXP 	TextStim: autoDraw = None
8.9941 	EXP 	ImageStim: autoDraw = None
9.9949 	EXP 	TextStim: autoDraw = None
9.9949 	EXP 	ImageStim: autoDraw = None
9.9949 	EXP 	Set text_2 text=<psychopy.visual.text.TextStim object at 0x1190f8b0>
9.9949 	EXP 	TextStim: autoDraw = None
10.9795 	EXP 	New trial (rep=1, index=1): {'receivertwo': u'ref', 'soundverb': u'doakla', 'verbtwo': u'headbutt', 'welcometext': u'hello welcome to the lab. You will be watching videos that will teach us something"', 'actor': u'bandit', 'verb': u'rock', 'receiver': u'ref', 'soundreceiver': u'barsu', 'correct': 2, 'soundactor': u'kyse', 'actortwo': u'bandit'}
10.9960 	EXP 	TextStim: autoDraw = None
10.9960 	EXP 	TextStim: autoDraw = None
10.9960 	EXP 	ImageStim: autoDraw = None
11.9965 	EXP 	TextStim: autoDraw = None
11.9965 	EXP 	ImageStim: autoDraw = None
11.9965 	EXP 	Set text_2 text=<psychopy.visual.text.TextStim object at 0x1190f8b0>
11.9965 	EXP 	TextStim: autoDraw = None
12.9810 	EXP 	New trial (rep=1, index=2): {'receivertwo': u'chef', 'soundverb': u'moship', 'verbtwo': u'knockover', 'welcometext': u'hello welcome to the lab. You will be watching videos that will teach us something"', 'actor': u'bandit', 'verb': u'knockover', 'receiver': u'hunter', 'soundreceiver': u'doakla', 'correct': 2, 'soundactor': u'barsu', 'actortwo': u'bandit'}
12.9977 	EXP 	TextStim: autoDraw = None
12.9977 	EXP 	TextStim: autoDraw = None
12.9977 	EXP 	ImageStim: autoDraw = None
13.9981 	EXP 	TextStim: autoDraw = None
13.9981 	EXP 	ImageStim: autoDraw = None
13.9981 	EXP 	Set text_2 text=<psychopy.visual.text.TextStim object at 0x1190f8b0>
13.9981 	EXP 	TextStim: autoDraw = None
14.9827 	EXP 	New trial (rep=2, index=0): {'receivertwo': u'ref', 'soundverb': u'doakla', 'verbtwo': u'headbutt', 'welcometext': u'hello welcome to the lab. You will be watching videos that will teach us something"', 'actor': u'bandit', 'verb': u'rock', 'receiver': u'ref', 'soundreceiver': u'barsu', 'correct': 2, 'soundactor': u'kyse', 'actortwo': u'bandit'}
14.9992 	EXP 	TextStim: autoDraw = None
14.9992 	EXP 	TextStim: autoDraw = None
14.9992 	EXP 	ImageStim: autoDraw = None
15.9830 	EXP 	TextStim: autoDraw = None
15.9830 	EXP 	ImageStim: autoDraw = None
15.9830 	EXP 	Set text_2 text=<psychopy.visual.text.TextStim object at 0x1190f8b0>
15.9830 	EXP 	TextStim: autoDraw = None
16.9677 	EXP 	New trial (rep=2, index=1): {'receivertwo': u'hunter', 'soundverb': u'forp', 'verbtwo': u'rock', 'welcometext': u'hello welcome to the lab. You will be watching videos that will teach us something"', 'actor': u'bandit', 'verb': u'headbutt', 'receiver': u'chef', 'soundreceiver': u'doakla', 'correct': 1, 'soundactor': u'barsu', 'actortwo': u'bandit'}
16.9842 	EXP 	TextStim: autoDraw = None
16.9842 	EXP 	TextStim: autoDraw = None
16.9842 	EXP 	ImageStim: autoDraw = None
17.5346 	DATA 	Keypress: escape
